"Timestamp","Quality","Manufacturer","Phone Model","OS","Rooted","Baseband version","Source","Encoder","Application Location","Version","User Message"
"12/10/2018 21:14:50","Voice Line Quality","LENOVO","Lenovo A3500-HV","Android: 4.4.2, 3.4.67","No","MOLY.WR8.W1315.MD.WG.MP.V34.P6, 2014/07/04 03:03","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"12/16/2018 10:04:30","Mic Quality","LGE","LG-H850","Android: 7.0; 3.18.31","No","MPSS.TH.2.0.c1.4-00047-M8996FAAAANAZM-1.101802.1.104970.1","Voice Recognition","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Thanks for all."
"12/17/2018 20:36:20","No Opponent Side","BQ","BQS-5025","Android: 6.0.1; 3.10.49-g12ec2e6-00218-gcb796ba","No","c3-00010-8909_GEN_PACK-1.55231.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.35","Гавно"
"12/18/2018 16:24:19","Voice Line Quality","samsung","SM-J320H","Android: 5.1.1, 3.10.65-13027357","No","J320HXXU0AQI1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"12/20/2018 22:57:54","Not Working","samsung","SM-G532F","Android: 6.0.1, 3.18.19-13534163","Yes","G532FXXU1ARB1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"12/21/2018 7:05:30","Voice Line Quality","samsung","SM-G950F","Android: 8.0.0; 4.4.111-14315050-QB20291538","No","G950FXXU4CRI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/21/2018 19:48:56","Voice Line Quality","motorola","XT1706","Android: 6.0; 3.18.19 ","No","TAIDO.ROW.V31, 2018/07/06 11:28","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Excellent application. Shared with friends & family. Thank you for putting lots of effort in your work. Definitely an essential software! "
"12/22/2018 11:37:16","Voice Line Quality","samsung","SM-N910C","Android: 6.0.1; 3.10.9-10932686","No","N910CXXU1DQG1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Super"
"12/23/2018 21:07:08","No My Side","samsung","GT-I9060I","Android: 4.4.4, 3.10.17-1139335","No","I9060IXXU0APJ3","System Default","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"12/24/2018 6:24:15","Mic Quality","HTC","HTC U11 plus","Android: 8.0.0; 4.4.78-perf-g672f43b","Yes","8998-002772-1712201227","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","MIC works only. Gain isn't very high. Using stock Android. It always reverts to MIC. Can't do anything about it. Still works better than any app from Google Play Store. "
"12/24/2018 19:25:05","Voice Line Quality","Sony","F8331","Android: 8.0.0; 3.18.66-perf-gd5ec1d77090d","No","8996-8996.gen.prodQ-00070-42","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/25/2018 9:56:16","Voice Line Quality","samsung","GT-S6102","Android: 2.3.6; 2.6.35.7","Yes","unknown","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/27/2018 18:15:50","Voice Line Quality","Acer","E350","Android: 4.0.3; 3.0.13","Yes","Acer_AV041_MT6575_E350_1.000.23","Mic","3gp, aac","User Installed","1.6.40","I use these settings, it seems work fine so far, thx."
"12/27/2018 22:25:06","Not Working","samsung","SM-A720F","Android: 7.0, 3.18.14-12059577","No","A720FXXU2BQI6","Auto (default)","3gp, aac","User Installed","1.6.5",""
"12/28/2018 6:20:38","No Opponent Side","motorola","MotoG3","Android: 6.0.1; 3.10.49-g2e9678a","No","M8916_2020632.44.03.21.54.01R OSPREY_APAC_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/29/2018 6:05:03","Voice Line Quality","vivo","vivo 1812","Android: 8.1.0; 4.9.77 ","Yes","MOLY.LR12A.R2.MP.V32.21.P66","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/30/2018 16:46:24","Voice Line Quality","samsung","SM-J510FN","Android: 7.1.1; 3.10.49-12476963","No","J510FNXXU2BRE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"12/31/2018 3:16:54","Voice Line Quality","samsung","SM-J260F","Android: 8.1.0, 3.18.14-13965529-QB19590987","No","J260FXXU1ARGF","Auto (default)","3gp, aac","User Installed","1.6.5",""
"1/3/2019 1:31:28","Mic Quality","samsung","SM-A520F","Android: 8.0.0; 3.18.14-13712092-QB20832987","No","A520FXXU7CRK7","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"1/3/2019 8:40:04","Not Working","samsung","SM-J210F","Android: 6.0.1; 3.10.65-14587778","No","J210FXXU0ARH1","VoIP","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"1/7/2019 19:26:41","Voice Line Quality","samsung","SM-J701F","Android: 8.1.0, 3.18.14-14118408-QB19847316","Yes","J701FXXU6BRI2","Voice Recognition","ogg, wav, flac, m4a, mp3, opus","User Installed","چرا میخواهی ان را مثل میخواهم یکار کنم که هروقت خواستم ضبط میخواهم کنم بیاید وان Noبزنی",""
"1/8/2019 9:06:01","Voice Line Quality","HUAWEI","CHM-U01","Android: 4.4.2, 3.10.49-g4dd578c","No","21.300.08.00.00,21.300.08.00.00","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"1/9/2019 16:43:59","Upload","motorola","Moto G (4)","Android: 7.0; 3.10.84-gb9596e1","No","M8952_70030.25.03.62R ATHENE_LATAM_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Upload to drive options"
"1/11/2019 20:08:30","درموزیک بایگانی میشودچطورحذف کنیم جای دیگربایگانی شود","samsung","SM-G610F","Android: 8.1.0, 3.18.14-14381225-QB20123197","No","G610FDDU1CRJ1","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"1/11/2019 21:36:10","No Opponent Side","samsung","SM-G900F","Android: 6.0.1; 3.4.0-14131106","No","G900FXXU1CQA2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"1/12/2019 17:05:35","Voice Line Quality","Google","Pixel","Android: 8.1.0; 3.18.70-Lineage-g54b61ef","Yes","8996-130181-1806061856","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Works fine with magisk.
My steps,
1 install
2 select .ogg
3 reboot"
"1/12/2019 17:10:11","Not Working","samsung","SM-J110H","Android: 4.4.4, 3.10.17-1184395","No","J110HXXU0APH4","Auto (default)","3gp, aac","User Installed","1.6.5",""
"1/16/2019 15:19:56","Mic Quality","HMD Global","Nokia 6.1","Android: 9; 4.4.146-perf ","No","MPSS.AT.3.1-00770-GEN_PACK-1,MPSS.AT.3.1-00770-GEN_PACK-1","Auto (default)","3gp, aac","User Installed","1.6.41","Pl.both side call I want to save.
"
"1/16/2019 15:22:19","Voice Line Quality","HUAWEI","WAS-LX1A","Android: 8.0.0, 4.4.23 ","Yes","21C60B269S003C000,21C60B269S003C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"1/17/2019 20:44:27","No Opponent Side","samsung","SM-J700F","Android: 6.0.1; 3.10.61-14595124","No","J700FXXU4BRG1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"1/19/2019 22:12:59","No Opponent Side","Sony","H4113","Android: 8.0.0; 4.4.78-perf ","No","20180829_BY12O_Daily","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"1/20/2019 15:54:52","Voice Line Quality","samsung","GT-I9515","Android: 5.0.1; 3.4.0-11199492","No","I9515XXU1BQD2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41","Works fine"
"1/22/2019 11:15:27","Voice Line Quality","HUAWEI","Y635-L21","Android: 4.4.4; 3.10.28-g0761a13","No","11060045","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.36","Work fine :-)  thanks"
"1/23/2019 21:50:03","Not Working","ZTE","ZTE BLADE A610C","Android: 6.0; 3.18.19 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V79.P31, 2016/09/27 21:56","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","Говно а не прога








Пидарасы

"
"1/28/2019 15:47:51","No My Side","samsung","SM-J260F","Android: 8.1.0, 3.18.14-13965529-QB19593564","Yes","J260FXXU1ARGF","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"1/29/2019 23:25:33","Voice Line Quality","HMD Global","Nokia 6.1","Android: 8.1.0; 4.4.78-perf ","No","MPSS.AT.3.1-00612-GEN_PACK-1.143552.1.145198.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"2/1/2019 14:47:30","Voice Line Quality","samsung","SM-N910C","Android: 6.0.1; 3.10.9-12947489","No","N910CXXU1DPI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41","working  well "
"2/4/2019 13:07:27","Voice Line Quality","samsung","SM-A310F","Android: 7.0, 3.10.61-11350514","Yes","A310FXXU3CQK2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"2/5/2019 19:20:49","No My Side","samsung","SM-J250F","Android: 7.1.1; 3.18.31-14770024","No","J250FDXU2ARI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"2/5/2019 19:21:17","Voice Line Quality","samsung","SM-J250F","Android: 7.1.1; 3.18.31-14770024","No","J250FDXU2ARI1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"2/6/2019 12:44:47","No Opponent Side","samsung","SM-A530F","Android: 8.0.0; 4.4.13-13824581-QB19241840","No","A530FXXU3BRG1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40",""
"2/8/2019 0:31:02","Voice Line Quality","HMD Global","Nokia 7.1","Android: 9; 4.4.153-perf ","No","MPSS.AT.3.1-00777-GEN_PACK-1.175648.4.179063.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41",""
"2/11/2019 12:11:56","No Opponent Side","HUAWEI","HUAWEI Y330-U01","Android: 4.2.2, 3.4.5","Yes","MOLY.WR8.W1315.MD.WG.MP.V15.P11, 2014/05/17 08:18","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.509891253939393957","0989125939393939357"
"2/11/2019 13:22:06","No Opponent Side","OnePlus","ONEPLUS A5010","Android: 9; 4.4.174-RedFlare-Kernel-v4.11","Yes","MPSS.AT.2.0.c4.7-00070-8998_GEN_PACK-2.132073.1.179387.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41","Sigh :("
"2/11/2019 15:23:41","Not Working","samsung","SM-J410F","Android: 8.1.0, 3.18.71-14467434","Yes","J410FXXU1ARJF","Auto (default)","3gp, aac","User Installed","1.6.5",""
"2/13/2019 18:38:26","Voice Line Quality","samsung","GT-I9300I","Android: 4.3, 3.4.0-2566126","No","I9300IXXUAND1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"2/19/2019 0:16:09","Voice Line Quality","samsung","SM-J710F","Android: 7.0, 3.18.14-12247481","No","J710FXXU3BQJ5","Auto (default)","3gp, aac","User Installed","1.6.5",""
"2/19/2019 18:48:17","Voice Line Quality","HUAWEI","HUAWEI SCL-U31","Android: 5.1.1, 3.10.49-g33ceeea","Yes","11306101","Auto (default)","3gp, aac","System Preinstalled","1.6.5",""
"2/19/2019 19:49:31","Not Working","samsung","SM-C7000","Android: 7.0, 3.18.31-12482124","No","C7000ZHU3BRG1","Auto (default)","3gp, aac","User Installed","1.6.5",""
"2/22/2019 10:52:59","no recording of incoming calls at all","HMD Global","TA-1004","Android: 9; 4.4.153-perf ","No","MPSS.AT.2.0.c4-00984-8998_GEN_PACK-1.177141.6,MPSS.AT.2.0.c4-00984-8998_GEN_PACK-1.177141.6","System Default","3gp, aac","User Installed","1.6.41","Outgoing calls are recorded but none of the incoming. Any way to fix this? Thanks for the app."
"2/22/2019 19:27:13","Not Working","asus","ASUS_X00TD","Android: 8.1.0; 4.4.78-perf ","No","660_GEN_PACK-1.163573.0.166136.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41","Was  working Extremely Fine and I still Like using it in Other phone.
noticed Stopped working Recently 

showing status:Not working"
"2/23/2019 22:28:13","Voice Line Quality","LGE","LG-K130","Android: 5.1.1, 3.10.65","Yes","MOLY.LR9.W1530.MD.LWTG.TC01.SP.E1LTE.V1.P14","Auto (default)","3gp, aac","User Installed","1.6.5",""
"2/23/2019 22:29:42","Voice Line Quality","Marshal","ME-352","Android: 4.2.2, 3.4.5","No","MOLY.WR8.W1315.MD.WG.MP.V1.P11, 2014/07/23 16:46","Auto (default)","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5",""
"2/23/2019 22:29:57","Voice Line Quality","Marshal","ME-352","Android: 4.2.2, 3.4.5","No","MOLY.WR8.W1315.MD.WG.MP.V1.P11, 2014/07/23 16:46","Auto (default)","ogg, wav, flac, m4a, mp3, opus","System Preinstalled","1.6.5",""
"2/25/2019 11:20:29","Low Bandwidth","Xiaomi","Mi A2 Lite","Android: 9; 3.18.120-perf-gee32abd","No","953_GEN_PACK-1.182577.1.184854.2,953_GEN_PACK-1.182577.1.184854.2","System Default","3gp, aac","User Installed","1.6.41","For incoming calls, the filename doesn't have phone number or caller name."
"2/26/2019 14:31:00","Voice Line Quality","HMD Global","TA-1053","Android: 9; 3.18.120-perf","No","MPSS.JO.3.1-00171-8937_GENNS_PACK-1.180096.1,MPSS.JO.3.1-00171-8937_GENNS_PACK-1.180096.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.40","On versions above 1.6.40 recording is not working so I decided to downgrade to 1.6.40"
"3/1/2019 1:05:38","Voice Line Quality","samsung","SM-G350","Android: 4.2.2; 3.4.5-2930239","No","G350XXUAPG1","Auto (default)","3gp, aac","User Installed","1.6.43","very usefull"
"3/1/2019 7:39:05","فارسی","samsung۷","SM-G570F","Android: 8.0.0, 3.18.14-14263629-QB19595919","No","G570FXXU1CRH8","Auto (default)","3gp, aac","User Installed","1.6.5",""
"3/1/2019 15:31:28","Voice Line Quality","motorola","XT1039","Android: 7.1.2; 14.1-20190207-NIGHTLY-peregrine; 3.4.113-g22bc4ed","Yes","M8926_309101.02.03.14R","Voice Line","3gp, aac","User Installed","1.6.43","Automatic source does not work however manually selecting Voice Line with aac encoding works like a charm "
"3/2/2019 6:26:05","Mic Quality","Google","Pixel","Android: 9; 3.18.122-g8cf5239d58fd","No","8996-130181-1811270246","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.43","1, Recording works, but sound is low. 400% volume makes it better, though not fully satisfying at least usable.
2, Hope there could be exempt list from recording in future to skip private calls with specific contacts."
"3/2/2019 15:12:21","Voice Line Quality","OnePlus","ONE A2003","Android: 8.1.0; 3.10.108-Cold.AF ","Yes","MPSS.BO.2.6.2.c1-00072-M8994FAAAANAZM-1.82470.1","Voice Line","3gp, aac","User Installed","1.6.43",""
"3/2/2019 17:58:12","Mic Quality","motorola","XT1685","Android: 8.1.0; 3.18.113-lineage ","Yes","M8953_37.46.07.47.01R","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.43","Always fallbacks to mic. Tried all sources and ogg/aac encoding. Device supports direct call recording (as a reference, ACR records calls perfectly with any encoder and VOICE_COMMUNICATION source). Regards."
"3/4/2019 8:04:15","Список записанных вызовов","Xiaomi","Redmi 4A","Android: 7.1.2; 3.18.31-perf-gf2fd6b0","No","MPSS.JO.3.0-00369-8937_GENNS_PACK-2.141921.1.149578.1_V009","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Запись производится (файлы есть), но список записей в самой программе всегда пуст"
"3/10/2019 17:13:14","Mic Quality","HUAWEI","PRA-LA1","Android: 8.0.0, 4.4.23 ","No","21C60B269S003C000,21C60B269S003C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"3/10/2019 17:13:18","Mic Quality","HUAWEI","PRA-LA1","Android: 8.0.0, 4.4.23 ","No","21C60B269S003C000,21C60B269S003C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"3/11/2019 16:31:55","No Opponent Side","HUAWEI","PRA-LA1","Android: 8.0.0, 4.4.23 ","No","21C60B269S003C000,21C60B269S003C000","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"3/12/2019 17:30:18","خوب نیست","samsung","SM-J320F","Android: 5.1.1, 3.10.65-15063874","No","J320FXXU0ARL2","Auto (default)","3gp, aac","User Installed","1.6.5",""
"3/13/2019 23:38:37","Voice Line Quality","lge","LG-D802","Android: 8.1.0; 3.4.113-Lineage-gb5ef268","No","M8974A-AAAANAZM-1.0.190128","Auto (default)","3gp, aac","User Installed","1.6.44","Everything work as far as I can tell. Rec quality is good enough for me."
"3/15/2019 10:01:37","Mic Quality","Sony","D6603","Android: 6.0.1; 3.4.0-perf-gc14c2d5","No","8974-AAAAANAZQ-00112-61","Mic","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Karsı tarafın sesi gelmiyor "
"3/18/2019 16:23:30","Voice Line Quality","HUAWEI","MYA-L22","Android: 6.0, 3.18.19 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V94.P66","Auto (default)","3gp, aac","User Installed","1.6.5",""
"3/18/2019 23:34:51","Solo me graba a mi, no a la otra persona. No sirve.","samsung","SM-G930T","Android: 8.0.0; 3.18.71-14365146","No","G930TUVS9CSB2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"3/22/2019 19:54:56","No Opponent Side","Sony","D5803","Android: 6.0.1; 3.4.0-perf-gc14c2d5","Yes","8974-AAAAANAZQ-00112-61","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","{Unable to configure system mixer: android.system.ErrnoException: system/bin/sh: <stdin>[4373]: can't create system/etc/mixer_paths.xml: Read-only filesystem. 
Failed: EPERM}
Tried to mount system rw using terminal, still no luck."
"4/1/2019 8:59:47","Mic Quality","motorola","XT1022","Android: 4.4.4; 3.4.42-g6bc7ff3","No","MSM8610BP_1034.307.26.02P, EMEA_DSDS_CUST","Auto (default)","3gp, aac","User Installed","1.6.29",""
"4/2/2019 18:14:55","Voice Line Quality","OnePlus","ONEPLUS A3003","Android: 9; 3.18.120-lineageos-g499e7d4","No","MPSS.TH.2.0.c1.9-00102-M8996FAAAANAZM-1.99649.1.118107.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Hi, it seems that since lineage has update to 16.0 your app doesnt work any more... It's top bad i use it everyday for my lack of memory and sensitives calls! :-)/good job"
"4/3/2019 19:56:31","Not Working","OnePlus","ONEPLUS A5010","Android: 9; 4.4.153-perf ","No","MPSS.AT.2.0.c4.7-00070-8998_GEN_PACK-2.132073.1.179387.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/6/2019 15:43:35","No Opponent Side","samsung","SM-N960F","Android: 9; 4.9.59-15135523","No","N960FXXU2CRLT,N960FXXU2CRLT,N960FXXU2CRLT","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","So I need root right?"
"4/6/2019 19:18:28","Voice Line Quality","samsung","SM-J510FN","Android: 9","Yes","J510FNXWU2BRE1,J510FNXWU2BRE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Very good app. It would be more excellent, if there would be a capture button at the incoming call screen to quickly decide."
"4/8/2019 9:29:57","Mic Quality","HMD Global","TA-1004","Android: 9; 4.4.153-perf ","No","MPSS.AT.2.0.c4-00984-8998_GEN_PACK-1.177141.6,MPSS.AT.2.0.c4-00984-8998_GEN_PACK-1.177141.6","System Default","3gp, aac","User Installed","1.6.44","Hi, i have feature request: automatic deletion of recording shorter than X seconds :) "
"4/10/2019 0:25:17","Mic Quality","motorola","moto e5 play","Android: 8.0.0; 3.18.71-perf-g235ff17","No","M8920TMO_21.11.11.63R JAMES_NA_CA_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/11/2019 16:56:16","I don't have words to express how bad it is!","OnePlus","ONEPLUS A6010","Android: 9; 4.9.106-perf ","No","MPSS.AT.4.0.c2.15-00007-SDM845_GEN_PACK-1.167997.2.171752.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Stop wasting people's time. You app is just another crap! Take it down."
"4/15/2019 15:15:37","Voice Line Quality","samsung","SM-J700T1","Android: 7.1.1; 3.10.61-12275735","No","J700T1UVU3BQK3","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Very good"
"4/15/2019 22:44:17","Not Working","l","TA-1032","Android: 8.1.0, 3.18.79 ","No","MOLY.LR9.W1444.MD.LWTG.MP.V200.4.P4, 2018/12/19 04:01","Auto (default)","3gp, aac","User Installed","1.6.5",""
"4/16/2019 0:34:38","Voice Line Quality","samsung","SM-N920C","Android: 6.0.1; 3.10.61-7764194","No","N920CXXU3IQA1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.41","Please can you add option ""select"" to easy delete more recorded message."
"4/17/2019 13:53:33","Voice Line Quality","HUAWEI","HUAWEI Y330-U11","Android: 4.2.2, 3.4.5","Yes","MOLY.WR8.W1315.MD.WG.MP.V15.P11, 2014/05/17 08:21","Auto (default)","3gp, aac","User Installed","1.6.5",""
"4/19/2019 1:34:30","No Opponent Side","motorola","Moto G (5) Plus","Android: 8.1.0; 3.18.71-perf-ge30d5c4","No","M8953_41.50.07.85.01R POTTER_NA_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/23/2019 12:25:28","No Opponent Side","Xiaomi","Redmi 4A","Android: 9; 3.18.138-Treble","Yes","MPSS.JO.3.0-00369-8937_GENNS_PACK-2.141921.1.149578.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/25/2019 23:02:14","Voice Line Quality","OnePlus","ONEPLUS A3003","Android: 9; 3.18.120-lineageos-g4a67382","No","MPSS.TH.2.0.c1.9-00102-M8996FAAAANAZM-1.99649.1.118107.1","Auto (default)","3gp, aac","User Installed","1.6.44","Not working anymore since update on lineageos 16 :/ "
"4/26/2019 17:25:04","Voice Line Quality","motorola","moto g(6) plus","Android: 9; 4.4.153-perf-g3d277547","No","M660_25.43.01.89R EVERT_EMEADSDS_CUST","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/26/2019 18:55:06","No Opponent Side","samsung","SM-G960U","Android: 9; 4.9.112-15119402","No","G960USQS3CSAG","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/29/2019 14:33:18","Not Working","asus","ASUS_X00TD","Android: 9; 4.4.153-perf ","No","S.AT.3.1-00784-SDM660_GEN_PACK-1,S.AT.3.1-00784-SDM660_GEN_PACK-1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"4/30/2019 12:29:16","Tested all modes: recording giod quality, but just in my side","samsung","SM-G930F","Android: 7.0; 3.18.14-12365438","No","G930FXXU2DRB6","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Tested all sources (except RAW)"
"5/1/2019 0:12:00","Voice Line Quality","samsung","SM-J510F","Android: 7.1.1, 3.10.49-12476963","Yes","J510FXXU2BRE1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.5",""
"5/1/2019 18:51:39","Voice Line Quality","samsung","SM-G386W","Android: 4.4.2; 3.4.0-2988301","No","G386WVLS1AQA1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"5/9/2019 14:15:41","Whatever input source I choose, the recorded volume remains low. I have also tried all encoder, but recorded result is low volume.","LGE","VS987","Android: 8.0.0; 3.18.71-perf ","No","MPSS.TH.2.0.c1.4-00070-M8996FAAAANAZM-1.159723.2.161091.1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","What is the rule formula used when I choose Auto (default) input?"
"5/10/2019 0:44:49","Voice Line Quality","HUAWEI","Che2-L11","Android: 4.4.2, 3.10.49-gb78c20d","Yes","21.233.00.00.00,21.233.00.00.00","Auto (default)","3gp, aac","User Installed","1.6.5",""
"5/11/2019 5:33:30","Voice Line Quality","Sony","G8441","Android: 9; 4.4.178-cryptomilk ","Yes","8998-8998.gen.prodQ-00278-42","Auto (default)","3gp, aac","System Preinstalled","1.6.44","Installed into /system/priv-app using App Systemizer Magisk module. Won't work otherwise (one sided recordings). "
"5/16/2019 3:43:10","Voice Line Quality","samsung","SM-G965F","Android: 9; 4.9.59-15776989","No","G965FXXU3CSD3,G965FXXU3CSD3","Mic","ogg, wav, flac, m4a, mp3, opus","User Installed","1.0.0",""
"5/16/2019 8:18:06","Voice Line Quality","samsung","SM-G935F","Android: 8.1.0; 3.18.138-g82a60843e3e","No","G935FXXU2ERD6","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Works flawlessly "
"5/17/2019 16:23:41","low volume other party on all sources","LGE","LG-US996","Android: 8.0.0; 3.18.71-perf ","Yes","MPSS.TH.2.0.1.c3-00059-M8996FAAAANAZM-1.169690.6","Voice Line","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Both sides of conversation are recorded, but other party us very low across all dources and encodings.  Plsying with dofteare gain has no apparent effect."
"5/19/2019 22:20:50","Voice Line Quality","Xiaomi","Mi A1","Android: 9; 3.18.120-perf-gd91300b","No","953_GEN_PACK-1.182577.1.184854.2,953_GEN_PACK-1.182577.1.184854.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Thank you for this awesome software <3"
"5/20/2019 4:37:07","Voice Line Quality","samsung","SM-J106M","Android: 6.0.1; 3.10.65-13386411","Yes","J106MUBU0ARD1","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Doesn't record incoming calls."
"5/21/2019 11:35:31","Voice Line Quality","Xiaomi","Mi A2","Android: 9; 4.4.153-perf ","No","MPSS.AT.3.1-00777-SDM660_GEN_PACK-1.196355.1.198333.2","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"5/26/2019 13:34:19","Voice Line Quality","samsung","SM-A750FN","Android: 9; 4.4.111-15516145","No","A750FNXXU1BSD4,A750FNXXU1BSD4","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44","Не работает
"
"5/30/2019 15:54:24","Not Working","Google","Pixel 2","Android: 9; 4.4.169-g611527edb3f9","No","g8998-00008-1902121845","Auto (default)","ogg, wav, flac, m4a, mp3, opus","User Installed","1.6.44",""
"5/30/2019 23:19:01","Voice Line Quality","samsung","SM-A310F","Android: 7.0, 3.10.61-11350514","No","A310FXXU3CQK2","Voice Recognition","3gp, aac","User Installed","1.6.5",""
"6/2/2019 11:49:50","Not Working","HUAWEI","FIG-LA1","Android: 8.0.0, 4.4.23 ","No","21C60B269S003C000,21C60B269S003C000","Auto (default)","3gp, aac","User Installed","1.6.5",""
